"Timestamp",Timestamp
" [Pleasantville (1998, 2:05)]",Pleasantville
" [Repo the Genetic Opera (2008, 1:38)]",Repo
" [The Adventures of Priscilla Queen of the Desert (1994, 1:43)]",Priscilla
" [Swiss Army Man (2016, 1:37)]",SwissArmyMan
" [League of Their Own - (1992, 2:08)]",LeagueOfTheirOwn
" [Solarbabies (1986, 1:34)]",Solarbabies
" [Venom (2018, 1:52)]",Venom
" [Johnny Mnemonic (1995, 1:37)]",JohnnyMnemonic
