" [Fast and the Furious (2001, 1:47)]",FastandFurious
" [Snatched (2017, 1:25)]",Snatched
" [Speed (1994, 1:56)]",Speed
" [Ocean's Eight (2018, 1:50)]",OceansEight
" [Hocus Pocus (1993, 1:36)]",HocusPocus
" [Bill & Ted's Bogus Journey (1991, 1:34) (flyer's no-homophobia edit)]",BillAndTed2
" [The Hustle (2019, 1:34)]",TheHustle
" [The Craft (1996,1:41)]",TheCraft
