" [Addams Family Values (1993, 1:34)]",AddamsFamilyValues
" [Timeline (2003, 1:51)]",Timeline
" [Practical Magic (1998, 1:44)]",PracticalMagic
" [Frequently Asked Questions about Time Travel (2009, 1:22)]",FAQaTT
" [Death Becomes Her (1992, 1:43)]",DeathBecomesHer
" [Beetlejuice (1988, 1:32)]",Beetlejuice
" [Turbo Kid (2015, 1:33)]",TurboKid
" [Joe Versus the Volcano (1990, 1:42)]",JoeVsVolcano
