"Timestamp",Timestamp
" [Addams Family Values (1993, 1:34)]",AddamsFamilyValues
" [Supervolcano (2005, 1:59, No subtitles)]",Supervolcano
" [The First Wives Club (1996, 1:42)]",FirstWivesClub
" [Jumanji: Welcome To The Jungle (2017, 1:59)]",Jumanji2
" [Sister Act (1992, 1:40)]",SisterAct
" [They Live (1988, 1:34)]",TheyLive
" [Turbo Kid (2015, 1:33)]",TurboKid
" [Fast and the Furious (2001, 1:47)]",FastAndFurious
